Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,YouTube,Skype,Широта,Долгота,2GIS URL
Стерео суши,служба доставки суши,Доставка готовых блюд; Суши-бары / рестораны,"Шумяцкого, 4",,660118,4-й микрорайон жилмассива Северный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-23:00,+07:00,83912050525,,,stereo2050525@yandex.ru,,http://sushi-stereo.ru,,,https://vk.com/sushi_stereo,,,56.067576,92.937336,https://2gis.com/firm/70000001024973329
Лотос,суши-бар японской кухни,Доставка готовых блюд; Рестораны; Суши-бары / рестораны,"Заводская, 2Б",1 этаж,663094,,,Дивногорск,Дивногорск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-23:00,+07:00,83912924929,83912083537,,,,,,,https://vk.com/lotos_dg,,,55.955881,92.390478,https://2gis.com/firm/985690700689230
Сёгун,ресторан паназиатской кухни,Суши-бары / рестораны; Доставка готовых блюд,"улица Урицкого, 4",1 этаж,,,,Канск,Канск городской округ,Красноярский край,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+07:00,89509798526,,,,,http://www.segun24.ru,,,https://vk.com/segun24,,,56.205663,95.704726,https://2gis.com/firm/70000001055892934
Сан Суши Сендо,мастерская авторских роллов,Доставка готовых блюд; Суши-бары / рестораны; Пиццерии,"Ленинского Комсомола, 37",8 офис,662501,8-й микрорайон г. Сосновоборска,,Сосновоборск,Сосновоборск городской округ,Красноярский край,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+07:00,89915428292,,,89994478597@mail.ru,,http://san-sushi.ru,,,https://vk.com/public199518883,,,56.114239,93.32865,https://2gis.com/firm/70000001052634107
СушиSell,служба доставки суши,Доставка готовых блюд,"Карамзина, 21",1 этаж,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+07:00,83912287101,88006002665,,,,http://сушиселл.рф,,,https://vk.com/ssell24,,,55.98738,92.857307,https://2gis.com/firm/70000001029879101
Ёбидоёби,служба доставки суши и роллов,Доставка готовых блюд,"78 Добровольческой Бригады, 21",1 этаж,660077,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-23:00,+07:00,88003333323,,,mail@yobidoyobi.ru,,http://yobidoyobi.ru/krasnoyarsk,,,https://vk.com/ebidoebi,https://youtube.com/channel/UChky3lLAouRVS6y2RqZqpFw/featured,,56.046062,92.904388,https://2gis.com/firm/70000001021418369
БОЛЬШАЯ ПОРЦИЯ,служба доставки шашлыка,Доставка готовых блюд; Мясо / Полуфабрикаты,"Телевизорный переулок, 4а/1",,660062,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+07:00,83912509922,,,perlagerl@mail.ru,,,,,https://vk.com/bigpor,,,56.024853,92.788684,https://2gis.com/firm/70000001037609596
Роща,кафе,Кафе; Доставка готовых блюд,"Академика Киренского, 2Б",,660074,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+07:00,83919891001,,,adm_darya@mail.ru,,http://кафероща.рф,,,https://vk.com/kaferoscha,,,55.994999,92.777844,https://2gis.com/firm/70000001018800812
Cheez,сеть пиццерий,Пиццерии; Доставка готовых блюд,"Академика Киренского, 41",1 этаж,660100,Николаевка,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,83912551155,,,marketing@pizzacheez.com,,,,,https://vk.com/pizzacheez,,,56.010122,92.800864,https://2gis.com/firm/70000001007495892
Северное Сияние,ресторанный комплекс,Кафе; Банкетные залы; Рестораны; Доставка готовых блюд,"проспект 60 лет образования СССР, 12г",,660119,Солнечный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+07:00,83912939033,,,,,http://eda.region-24.ru,,,,,,56.118345,92.930588,https://2gis.com/firm/70000001007233875
CHANCE,кафе,Кафе; Доставка готовых блюд,"Мужества, 55а",,660043,Покровка,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+07:00,83912856027,89535856027,,,,http://chance.2gis.biz/,,,https://vk.com/ccafe_chance_pokrov,,,56.032707,92.871678,https://2gis.com/firm/70000001035719670
Доставка от Панды,служба доставки суши и пиццы,Доставка готовых блюд; Магазины ингредиентов азиатской кухни,"Линейная, 105",,660043,Покровский,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,83912719100,,,panda24.dostavka@mail.ru,,http://панда24.рф,,,https://vk.com/supanda.krsk,,,56.038486,92.87785,https://2gis.com/firm/70000001033355435
PizzaSell,служба доставки пиццы,Доставка готовых блюд,"9 Мая, 40",1 этаж,660125,2-й микрорайон жилмассива Северный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+07:00,83912009476,,,,,http://пиццаселл.рф/krsk/,,,https://vk.com/pizzasell,,,56.059657,92.914778,https://2gis.com/firm/70000001054703559
The Place,кафе-бар,Кафе; Бары; Доставка готовых блюд; Рестораны,"78 Добровольческой Бригады, 14Б",,660077,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-24:00,+07:00,83912777000,,,placecafe@mail.ru,,http://placecafe.ru,,,https://vk.com/place_cafebar,,,56.04246,92.911127,https://2gis.com/firm/70000001047730492
Sushi Holl,ресторан доставки,Доставка готовых блюд,"Водопьянова, 13",1 этаж,660125,Северный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-23:00; Сб: 11:00-23:00; Вс: 11:00-22:00,+07:00,83912699889,,,sushi_holl@mail.ru,,http://krs.sushi-holl.ru,,,,,,56.059259,92.911724,https://2gis.com/firm/70000001045214909
БУРГЕР КЛАБ,ресторан быстрого питания,Быстрое питание; Доставка готовых блюд,"Телевизорная, 1 ст90",2 этаж,660028,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,83912140797,,,burgerclubkras@mail.ru,,http://burgerclubkras.ru,,,https://vk.com/burgerclub.krsk,,,56.022804,92.79762,https://2gis.com/firm/70000001046866384
Мир,кафе китайской кухни,Кафе; Доставка готовых блюд,"Линейная, 90",1 этаж,660020,Покровский,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+07:00,89236699876,,,cafe.mir@mail.ru,,http://eda.yandex.ru/restaurant/mir,,,https://vk.com/cafe.mir.krsk,,,56.03626,92.880246,https://2gis.com/firm/70000001038440498
Monkey pizza,служба доставки пиццы,Доставка готовых блюд,"проспект 60 лет образования СССР, 26а",,660132,Солнечный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-22:00,+07:00,83912717194,,,info@monkeypizza.ru,,http://monkeypizza.ru,,,https://vk.com/monkeypizza,,,56.114298,92.917575,https://2gis.com/firm/70000001043116527
Додо Пицца,сеть пиццерий,Пиццерии; Доставка готовых блюд,"Ладо Кецховели, 28",1 этаж,660001,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+07:00,88003020060,,,feedback@dodopizza.com,,http://dodopizza.onelink.me/YlkM?pid=2GIS&af_web_dp=https%3A%2F%2Fdodopizza.ru%2F%3Futm_source%3D2gis%26utm_medium%3Dbanner%26utm_campaign%3Dpremium_card&c=2GIS.maps&af_dp=dodo%3A%2F%2Fmain&af_click_lookback,,,https://vk.com/dodokrsk,https://youtube.com/c/DodoPizzaRussia,,56.015191,92.813599,https://2gis.com/firm/70000001046530977
Суши-ням,"служба доставки суши, пиццы и еды в коробочках",Доставка готовых блюд; Кафе,"Молокова, 1 ст1",,660077,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+07:00,83912972211,,,repido@list.ru,,http://сушиням24.рф,,,https://vk.com/sushi_nyam,,,56.046441,92.916616,https://2gis.com/firm/70000001038987238
DёnDёner,кафе быстрого питания,Быстрое питание; Доставка готовых блюд,"Ладо Кецховели, 35г",,660100,Николаевка,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,89293097031,,,kitus99@mail.ru,,,,,https://vk.com/dener24,,,56.010452,92.813431,https://2gis.com/firm/70000001039956445
